wave,lnwage,sex,expf,expfsq,expp,exppsq,edyrs,colldeg,advdeg,msa,region,racehisp,union,govt,ind,occ,mgrocc,profocc,maleprofaer,wght
2007,2.926191568374634,male,33,1089,0,0,12,0,0,1,south,blacknh,0,0,wholesale,transport,0,0,0,1.7549999952316284
1981,3.3417887687683105,male,8,64,1,1,15,0,0,0,west,whitenh,0,0,durables,architect,0,1,1,19
2007,2.5325138568878174,male,31,961,1,1,12,0,0,1,south,whitenh,0,0,utilities,managerial,1,0,0,32.3380012512207
1981,2.2860777378082275,male,19,361,0,0,12,0,0,0,midwest,whitenh,0,1,miningconstruction,construct,0,0,0,33
1981,3.055021286010742,male,5,25,2,4,13,0,0,1,northeast,whitenh,1,0,durables,production,0,0,0,10
1981,3.372889757156372,male,7,49,4,16,16,1,0,1,south,whitenh,0,0,nondurables,building,0,0,0,18
2011,3.4958624839782715,male,30,900,0,0,12,0,0,0,midwest,whitenh,1,0,durables,transport,0,0,0,26.736000061035156
2007,4.313981533050537,male,37,1369,0,0,16,1,0,0,south,whitenh,0,0,wholesale,sales,0,0,0,12.463000297546387
2011,4.0660223960876465,male,28,784,2,4,18,0,1,1,south,whitenh,0,0,nondurables,architect,0,1,1,29.788000106811523
1981,3.481419801712036,male,23,529,2,4,14,0,0,0,west,whitenh,1,0,retail,production,0,0,0,32
1990,2.3396573066711426,male,28,784,0,0,14,0,0,0,midwest,whitenh,0,1,professional,production,0,0,0,40.87300109863281
1981,2.1117899417877197,male,3,9,7,49,18,0,1,1,northeast,whitenh,0,0,enterntainment,socialworker,0,1,1,19
2011,3.1605162620544434,male,23,529,1,1,15,0,0,0,south,hisp,1,1,admin,security,0,0,0,25.468000411987305
1990,3.11859130859375,male,28,784,0,0,10,0,0,0,south,whitenh,0,0,durables,architect,0,1,1,46.41999816894531
1999,2.8445465564727783,male,13,169,0,0,12,0,0,1,west,whitenh,1,1,miningconstruction,construct,0,0,0,14.559000015258789
2007,2.8082501888275146,male,9,81,0,0,12,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,10.743000030517578
1990,3.2063121795654297,male,19,361,0,0,14,0,0,1,northeast,whitenh,0,0,wholesale,managerial,1,0,0,18.75200080871582
1990,3.5188751220703125,male,45,2025,0,0,12,0,0,1,midwest,blacknh,1,0,durables,production,0,0,0,5.729000091552734
1981,3.303776264190674,male,8,64,3,9,18,0,1,1,south,blacknh,0,0,enterntainment,managerial,1,0,0,3
2009,1.8451426029205322,male,25.79067039489746,665.1586794182404,3.209329605102539,10.29979651418762,12,0,0,1,south,blacknh,0,0,enterntainment,admin,0,0,0,4.048999786376953
2007,3.828437566757202,male,20,400,2,4,15,0,0,1,northeast,whitenh,0,0,miningconstruction,sales,0,0,0,32.6150016784668
2007,1.6244332790374756,male,26,676,0,0,12,0,0,1,midwest,blacknh,0,1,communications,admin,0,0,0,19.822999954223633
1999,1.8170217275619507,male,21,441,1,1,12,0,0,1,south,whitenh,0,1,medical,healthsupport,0,0,0,50.70199966430664
2011,4.350277900695801,male,35,1225,4,16,16,1,0,0,south,whitenh,0,0,finance,tech,0,1,1,18.506999969482422
2009,2.9722864627838135,male,10,100,0,0,16,1,0,1,west,whitenh,0,0,miningconstruction,construct,0,0,0,12.880000114440918
1981,2.8496909141540527,male,31,961,1,1,12,0,0,0,northeast,whitenh,1,0,durables,production,0,0,0,29
2007,2.56673526763916,male,4,16,0,0,12,0,0,1,midwest,whitenh,1,0,miningconstruction,construct,0,0,0,29.207000732421875
1981,3.1177210807800293,male,37,1369,0,0,7,0,0,1,midwest,whitenh,0,1,admin,architect,0,1,1,32
2011,3.3397886753082275,male,27,729,0,0,13,0,0,1,west,blacknh,1,1,transport,transport,0,0,0,10.545000076293945
2009,2.9722864627838135,male,17,289,0,0,14,0,0,0,south,blacknh,0,0,miningconstruction,construct,0,0,0,2.2009999752044678
1990,3.2914700508117676,male,21,441,1,1,13,0,0,1,south,blacknh,0,1,admin,security,0,0,0,40.3129997253418
1981,2.3890769481658936,male,18,324,7,49,3,0,0,0,south,blacknh,0,0,wholesale,production,0,0,0,4
1981,3.7203116416931152,male,30,900,4,16,16,1,0,1,midwest,whitenh,0,0,finance,financial,1,0,0,32
2007,3.196917772293091,male,14,196,4,16,13,0,0,0,south,whitenh,0,0,professional,architect,0,1,1,17.334999084472656
2007,3.33438777923584,male,17,289,0,0,18,0,1,1,west,whitenh,0,0,enterntainment,artist,0,1,1,24.46500015258789
1990,2.5650012493133545,male,18,324,0,0,12,0,0,0,south,whitenh,0,0,retail,construct,0,0,0,13.583999633789062
2011,3.8043923377990723,male,13,169,3,9,16,1,0,1,south,whitenh,0,0,communications,financial,1,0,0,28.79599952697754
1990,3.363316059112549,male,15,225,1,1,16,1,0,1,midwest,whitenh,0,0,durables,financial,1,0,0,18.80299949645996
1981,2.943666934967041,male,6,36,3,9,11,0,0,1,northeast,whitenh,1,0,nondurables,production,0,0,0,16
2011,2.995732307434082,male,34,1156,1,1,12,0,0,0,south,whitenh,1,0,transport,construct,0,0,0,35
2009,3.2454850673675537,male,13,169,10,100,13,0,0,1,south,blacknh,1,1,transport,transport,0,0,0,0.6240000128746033
2011,3.1550023555755615,male,24,576,0,0,16,1,0,0,south,whitenh,0,0,retail,sales,0,0,0,11.973999977111816
2009,3.351987361907959,male,25,625,1,1,12,0,0,0,midwest,whitenh,0,0,nondurables,production,0,0,0,25.291000366210938
2007,2.841900587081909,male,19,361,0,0,16,1,0,1,midwest,whitenh,0,0,education,legaleduc,0,1,0,13.170999526977539
1990,3.8539388179779053,male,8,64,2,4,15,0,0,1,northeast,whitenh,0,0,finance,sales,0,0,0,21.902000427246094
1999,3.66688871383667,male,26,676,0,0,16,1,0,0,south,blacknh,0,0,nondurables,managerial,1,0,0,4.431000232696533
2007,3.4111380577087402,male,13,169,0,0,12,0,0,0,west,whitenh,1,0,miningconstruction,construct,0,0,0,7.175000190734863
2007,3.304661989212036,male,4,16,3,9,16,1,0,1,midwest,whitenh,0,0,wholesale,financial,1,0,0,13.793000221252441
1999,2.2621421813964844,male,10,100,0,0,14,0,0,1,south,whitenh,0,0,durables,production,0,0,0,22.735000610351562
2011,3.210411787033081,male,5,25,11,121,18,0,1,0,northeast,whitenh,0,0,professional,lawyer,0,1,1,18.92799949645996
1981,3.4111924171447754,male,11,121,0,0,10,0,0,1,northeast,whitenh,1,0,communications,construct,0,0,0,21
2011,2.8332133293151855,male,16,256,2,4,12,0,0,0,south,blacknh,0,0,nondurables,transport,0,0,0,6.265999794006348
1990,2.883159875869751,male,17,289,0,0,16,1,0,0,midwest,whitenh,0,1,education,legaleduc,0,1,0,28.159000396728516
1990,2.6107451915740967,male,5,25,3,9,12,0,0,0,midwest,whitenh,0,0,miningconstruction,construct,0,0,0,18.266000747680664
1999,2.757263422012329,male,18,324,0,0,12,0,0,0,west,whitenh,0,0,wholesale,construct,0,0,0,21.25200080871582
2011,4.039856433868408,male,26,676,0,0,12,0,0,0,northeast,whitenh,0,0,utilities,managerial,1,0,0,28.496000289916992
1990,2.746347427368164,male,11,121,3,9,15,0,0,1,south,blacknh,0,0,finance,admin,0,0,0,1.0800000429153442
2007,3.2636568546295166,male,23,529,0,0,12,0,0,0,midwest,whitenh,0,0,enterntainment,construct,0,0,0,26.05699920654297
2007,2.7906880378723145,male,5,25,2,4,11,0,0,1,midwest,whitenh,0,0,retail,construct,0,0,0,9.967000007629395
2007,2.9304959774017334,male,9,81,0,0,12,0,0,1,west,whitenh,1,1,wholesale,construct,0,0,0,6.991000175476074
2007,2.6254653930664062,male,6,36,0,0,14,0,0,0,south,whitenh,0,0,hospitality,production,0,0,0,49.016998291015625
2009,2.894257068634033,male,8,64,1,1,12,0,0,0,south,whitenh,0,0,professional,production,0,0,0,6.795000076293945
2007,4.034914016723633,male,24,576,2,4,16,1,0,0,northeast,blacknh,1,1,admin,financial,1,0,0,5.020999908447266
1981,3.306941270828247,male,5,25,3,9,15,0,0,1,south,whitenh,1,0,transport,transport,0,0,0,19
2007,3.8031444549560547,male,20,400,0,0,18,0,1,1,midwest,whitenh,1,1,education,legaleduc,0,1,0,25.43000030517578
2011,2.5902671813964844,male,30,900,1,1,12,0,0,1,south,blacknh,0,0,finance,building,0,0,0,2.3589999675750732
2009,3.4699647426605225,male,25,625,0,0,12,0,0,1,midwest,whitenh,0,1,admin,financial,1,0,0,26.618000030517578
1999,2.411409378051758,male,10,100,1,1,13,0,0,0,midwest,whitenh,0,0,retail,construct,0,0,0,33.83300018310547
2007,3.4229724407196045,male,7,49,3,9,15,0,0,1,northeast,whitenh,1,0,hospitality,foodcare,0,0,0,34.91899871826172
1990,3.1852407455444336,male,10,100,6,36,16,1,0,0,midwest,whitenh,0,0,nondurables,production,0,0,0,34.152000427246094
2011,3.6976804733276367,male,30,900,0,0,17,0,0,1,west,whitenh,1,1,education,legaleduc,0,1,0,26.18600082397461
2011,2.7206358909606934,male,8,64,0,0,14,0,0,0,northeast,whitenh,1,0,transport,transport,0,0,0,52.108001708984375
2007,4.188000202178955,male,36,1296,1,1,16,1,0,1,south,whitenh,0,0,utilities,architect,0,1,1,19.493000030517578
2007,3.2948479652404785,male,9,81,0,0,14,0,0,0,south,whitenh,0,0,nondurables,construct,0,0,0,18.225000381469727
1990,3.287205457687378,male,31,961,0,0,9,0,0,1,west,whitenh,0,0,transport,admin,0,0,0,18.094999313354492
1981,3.639655113220215,male,16,256,0,0,12,0,0,1,west,whitenh,1,0,miningconstruction,construct,0,0,0,3
1981,3.6563820838928223,male,8,64,2,4,14,0,0,1,south,blacknh,0,0,nondurables,scientist,0,1,1,2
1990,2.8793206214904785,male,21,441,0,0,13,0,0,0,midwest,whitenh,0,0,nondurables,production,0,0,0,19.048999786376953
1990,2.994218587875366,male,14,196,3,9,12,0,0,1,midwest,whitenh,0,0,miningconstruction,construct,0,0,0,17.819000244140625
2007,2.737372398376465,male,1,1,6,36,16,1,0,0,midwest,whitenh,0,0,enterntainment,socialworker,0,1,1,13.430000305175781
1999,3.4031600952148438,male,16,256,0,0,16,0,0,0,south,whitenh,0,0,miningconstruction,managerial,1,0,0,24.038999557495117
1981,3.1545448303222656,male,6,36,1,1,14,0,0,0,south,blacknh,1,0,transport,production,0,0,0,5
2007,3.4749937057495117,male,24,576,0,0,12,0,0,0,south,whitenh,1,0,transport,construct,0,0,0,28.89699935913086
2007,2.8839759826660156,male,14,196,1,1,12,0,0,0,south,blacknh,0,0,transport,transport,0,0,0,4.889999866485596
2011,2.824221611022949,male,4,16,3,9,16,0,0,1,south,blacknh,0,0,education,tech,0,1,1,3.127000093460083
2011,2.8235700130462646,male,6,36,2,4,14,0,0,1,south,blacknh,0,0,retail,sales,0,0,0,2.874000072479248
1981,3.4554529190063477,male,25,625,4,16,18,0,1,0,northeast,whitenh,1,0,professional,lawyer,0,1,1,20
2011,2.375203847885132,male,3,9,3,9,12,0,0,1,south,blacknh,0,0,hospitality,foodcare,0,0,0,0.3709999918937683
2009,4.696717739105225,male,13,169,5,25,16,1,0,0,northeast,whitenh,0,0,finance,tech,0,1,1,15.935999870300293
1999,3.4640378952026367,male,25,625,5,25,16,1,0,0,south,whitenh,0,1,utilities,managerial,1,0,0,17.905000686645508
1981,3.430501699447632,male,36,1296,0,0,12,0,0,1,midwest,whitenh,1,0,utilities,construct,0,0,0,32
1999,2.6907529830932617,male,11,121,0,0,12,0,0,1,south,whitenh,0,1,admin,construct,0,0,0,28.458999633789062
1990,2.817408561706543,male,15,225,4,16,18,0,1,0,midwest,whitenh,0,0,enterntainment,socialworker,0,1,1,18.47100067138672
1981,2.525339126586914,male,9,81,0,0,12,0,0,1,northeast,whitenh,0,0,professional,scientist,0,1,1,24
2011,2.8733088970184326,male,4,16,5,25,15,0,0,1,northeast,whitenh,0,0,miningconstruction,construct,0,0,0,15.107000350952148
2009,3.230560541152954,male,34,1156,0,0,16,1,0,1,midwest,whitenh,0,1,education,managerial,1,0,0,26.97800064086914
2009,2.913742780685425,male,10,100,3,9,14,0,0,0,west,hisp,1,1,enterntainment,admin,0,0,0,50.805999755859375
2007,3.029158115386963,male,9,81,2,4,17,1,0,0,south,whitenh,0,1,education,legaleduc,0,1,0,13.529999732971191
1981,2.2362749576568604,male,7,49,0,0,13,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,2
2007,3.2849512100219727,male,14,196,2,4,17,0,0,1,west,whitenh,1,1,admin,security,0,0,0,23.667999267578125
1990,2.5158464908599854,male,11,121,0,0,12,0,0,0,south,blacknh,1,0,nondurables,construct,0,0,0,1.0470000505447388
1999,2.150815486907959,male,8,64,10,100,12,0,0,1,midwest,blacknh,0,0,enterntainment,production,0,0,0,16.763999938964844
2007,3.356649875640869,male,11,121,0,0,18,0,1,1,south,whitenh,0,0,wholesale,business,1,0,0,32.52899932861328
2009,4.171994686126709,male,31,961,5,25,18,0,1,1,northeast,whitenh,0,0,medical,managerial,1,0,0,35.55400085449219
1999,2.9379525184631348,male,22,484,5,25,16,1,0,0,west,whitenh,1,1,education,legaleduc,0,1,0,26.041000366210938
2009,2.2005770206451416,male,16.977615356445312,288.2394231914077,1.0223846435546875,1.0452703593764454,16,1,0,0,northeast,whitenh,0,0,retail,sales,0,0,0,27.10099983215332
2007,3.046494960784912,male,3,9,4,16,16,1,0,0,midwest,whitenh,0,0,durables,managerial,1,0,0,10.10099983215332
2011,3.103806495666504,male,32,1024,0,0,12,0,0,1,northeast,blacknh,1,0,durables,transport,0,0,0,42.95800018310547
2007,3.7509396076202393,male,29,841,0,0,16,1,0,1,west,hisp,1,1,admin,security,0,0,0,25.613000869750977
1981,2.7464001178741455,male,7,49,0,0,12,0,0,1,south,whitenh,0,1,admin,security,0,0,0,14
1981,3.4000682830810547,male,15,225,0,0,12,0,0,1,midwest,whitenh,1,0,retail,production,0,0,0,18
2007,2.834705114364624,male,20,400,0,0,12,0,0,1,northeast,blacknh,1,1,transport,building,0,0,0,2.8559999465942383
1981,3.2443532943725586,male,13,169,0,0,12,0,0,0,west,whitenh,0,0,miningconstruction,transport,0,0,0,18
2007,3.4179134368896484,male,32,1024,1,1,13,0,0,1,west,hisp,0,0,durables,tech,0,1,1,33.93899917602539
2007,3.6518514156341553,male,31.896989822387695,1017.4179597295042,0.10301017761230469,0.010611096691718558,14,0,0,0,south,blacknh,0,0,transport,transport,0,0,0,0.6819999814033508
1999,2.800787925720215,male,10,100,0,0,12,0,0,0,south,whitenh,0,0,durables,production,0,0,0,49.67300033569336
1990,2.889106273651123,male,19,361,0,0,12,0,0,0,northeast,whitenh,1,0,durables,production,0,0,0,17.868999481201172
2007,3.4226598739624023,male,12,144,4,16,12,0,0,0,midwest,whitenh,1,0,miningconstruction,construct,0,0,0,14.619999885559082
2007,3.7004213333129883,male,20,400,0,0,18,0,1,1,west,whitenh,0,0,durables,sales,0,0,0,24.743999481201172
2007,3.7449166774749756,male,23,529,1,1,15,0,0,1,south,whitenh,0,0,miningconstruction,admin,0,0,0,52.80400085449219
1999,2.68753981590271,male,16,256,3,9,12,0,0,1,south,blacknh,0,0,retail,managerial,1,0,0,0
1981,3.399949789047241,male,8,64,7,49,18,0,1,0,west,whitenh,0,1,medical,lawyer,0,1,1,18
2011,4.0549492835998535,male,23,529,4,16,16,1,0,1,west,whitenh,0,0,durables,financial,1,0,0,27.81999969482422
2007,3.348477602005005,male,22,484,0,0,12,0,0,0,midwest,whitenh,0,1,miningconstruction,construct,0,0,0,25.70599937438965
2009,3.1515109539031982,male,15,225,2,4,12,0,0,1,south,blacknh,0,0,nondurables,managerial,1,0,0,1.1319999694824219
1999,2.2960987091064453,male,23,529,0,0,12,0,0,0,northeast,whitenh,0,0,enterntainment,foodcare,0,0,0,7.22599983215332
2011,2.518096446990967,male,24,576,1,1,12,0,0,1,south,blacknh,0,0,retail,construct,0,0,0,1.6990000009536743
2007,3.7922346591949463,male,14,196,1,1,16,1,0,1,south,whitenh,0,0,transport,sales,0,0,0,20.406999588012695
1999,3.3414664268493652,male,22,484,5,25,18,0,1,1,midwest,whitenh,0,1,admin,business,1,0,0,26.187000274658203
1999,1.6591911315917969,male,5,25,1,1,12,0,0,1,midwest,blacknh,0,0,wholesale,transport,0,0,0,80.57099914550781
2011,5.147248268127441,male,29.888381958007812,893.3153760677669,5.1116180419921875,26.128639007220045,18,0,1,1,midwest,whitenh,0,0,medical,lawyer,0,1,1,28.545000076293945
1999,2.6590042114257812,male,37,1369,0,0,12,0,0,1,south,blacknh,0,0,transport,transport,0,0,0,4.185999870300293
1999,3.8316726684570312,male,27,729,0,0,16,1,0,0,midwest,whitenh,0,0,durables,tech,0,1,1,23.038999557495117
2011,2.4291205406188965,male,18,324,1,1,14,0,0,1,south,blacknh,0,0,wholesale,transport,0,0,0,18.875
2009,2.7078423500061035,male,14,196,1,1,11,0,0,1,midwest,blacknh,0,0,hospitality,foodcare,0,0,0,2.4179999828338623
2007,2.895672082901001,male,24,576,0,0,12,0,0,0,south,whitenh,0,0,miningconstruction,transport,0,0,0,25.301000595092773
1999,3.6134002208709717,male,27,729,0,0,17,1,0,1,northeast,whitenh,0,0,nondurables,sales,0,0,0,28.131999969482422
1981,3.5098190307617188,male,22,484,1,1,17,0,0,1,northeast,whitenh,1,1,education,legaleduc,0,1,0,14
1990,3.783169746398926,male,28,784,1,1,16,0,0,1,midwest,whitenh,0,0,durables,sales,0,0,0,18.329999923706055
2007,3.720224142074585,male,14,196,0,0,18,0,1,1,south,blacknh,0,0,miningconstruction,construct,0,0,0,2.5880000591278076
1999,2.962812662124634,male,19,361,0,0,12,0,0,1,midwest,whitenh,0,0,finance,admin,0,0,0,14.326000213623047
2009,3.4746012687683105,male,29,841,1,1,16,1,0,0,west,whitenh,0,0,professional,tech,0,1,1,59.928001403808594
1990,1.9741685390472412,male,17,289,0,0,12,0,0,0,south,whitenh,0,0,durables,production,0,0,0,2.7790000438690186
1990,2.2207844257354736,male,20,400,2,4,11,0,0,0,south,blacknh,0,0,miningconstruction,transport,0,0,0,6.460999965667725
2009,2.8981783390045166,male,30,900,1,1,12,0,0,0,midwest,whitenh,0,0,education,building,0,0,0,23.923999786376953
2007,3.72212290763855,male,25,625,4,16,16,1,0,1,west,whitenh,0,0,wholesale,tech,0,1,1,25.559999465942383
1999,3.07320237159729,male,11,121,0,0,12,0,0,1,midwest,whitenh,0,0,durables,production,0,0,0,28.506000518798828
1990,3.1964187622070312,male,21,441,2,4,12,0,0,0,northeast,whitenh,1,1,transport,admin,0,0,0,42.097999572753906
2009,3.9725239276885986,male,26,676,8,64,16,1,0,1,west,whitenh,1,1,admin,financial,1,0,0,30.17799949645996
1990,2.7843141555786133,male,17,289,0,0,10,0,0,1,south,whitenh,1,0,nondurables,production,0,0,0,15.08899974822998
2009,3.5421626567840576,male,6,36,6,36,17,1,0,0,south,whitenh,0,0,professional,financial,1,0,0,17.81800079345703
2009,2.8941614627838135,male,10,100,6,36,12,0,0,0,midwest,hisp,0,0,miningconstruction,construct,0,0,0,5.056000232696533
2011,2.843952178955078,male,24,576,2,4,12,0,0,0,midwest,whitenh,0,NA,miningconstruction,transport,0,0,0,36.4630012512207
1990,3.2184207439422607,male,23,529,0,0,14,0,0,0,south,whitenh,0,1,miningconstruction,architect,0,1,1,9.553000450134277
2009,2.644045352935791,male,10,100,1,1,12,0,0,0,south,whitenh,0,1,admin,security,0,0,0,2.453000068664551
2009,1.8421257734298706,male,34,1156,0,0,12,0,0,0,midwest,whitenh,0,0,transport,transport,0,0,0,17.381000518798828
2007,2.8839759826660156,male,15,225,0,0,12,0,0,0,south,whitenh,0,0,transport,transport,0,0,0,2.5869998931884766
1981,2.608227252960205,male,26,676,0,0,7,0,0,0,south,blacknh,0,0,enterntainment,building,0,0,0,2
1990,3.3095481395721436,male,18,324,0,0,12,0,0,1,midwest,whitenh,0,0,communications,production,0,0,0,18.16699981689453
1999,3.4669713973999023,male,29,841,0,0,18,0,1,0,south,blacknh,0,1,education,managerial,1,0,0,8.067000389099121
2009,2.974367618560791,male,7,49,3,9,16,1,0,1,west,blacknh,0,0,durables,production,0,0,0,3.38700008392334
2007,2.576491355895996,male,7,49,3,9,14,0,0,0,midwest,whitenh,0,0,durables,construct,0,0,0,13.300000190734863
1999,3.048086404800415,male,38,1444,0,0,14,0,0,0,south,blacknh,0,0,durables,production,0,0,0,16.45199966430664
1981,3.140493154525757,male,19,361,0,0,12,0,0,1,south,whitenh,1,0,durables,production,0,0,0,6
2009,2.5576329231262207,male,7,49,0,0,12,0,0,0,west,whitenh,0,0,retail,transport,0,0,0,7.968999862670898
2007,2.653571367263794,male,5,25,8,64,17,0,0,1,south,whitenh,0,0,retail,production,0,0,0,17.993000030517578
2009,3.31964373588562,male,20,400,4,16,12,0,0,1,south,whitenh,0,0,durables,admin,0,0,0,17.184999465942383
2007,2.657806634902954,male,2,4,2,4,13,0,0,0,south,whitenh,1,0,transport,transport,0,0,0,14.63700008392334
2007,3.0270769596099854,male,12,144,2,4,12,0,0,1,south,hisp,0,1,medical,admin,0,0,0,0.6460000276565552
2011,6.214608192443848,male,2,4,4,16,18,0,1,0,south,whitenh,0,0,medical,lawyer,0,1,1,11.967000007629395
2011,3.264443874359131,male,31,961,3,9,13,0,0,0,northeast,whitenh,1,0,retail,production,0,0,0,76.36000061035156
2007,3.9993953704833984,male,14,196,0,0,18,0,1,0,midwest,whitenh,0,0,finance,managerial,1,0,0,31.621999740600586
2011,2.008849859237671,male,0,0,6,36,16,1,0,1,west,whitenh,0,0,durables,sales,0,0,0,30.07699966430664
1981,2.823929786682129,male,16,256,0,0,13,0,0,0,west,whitenh,0,0,transport,construct,0,0,0,17
2009,3.0321264266967773,male,24,576,0,0,14,0,0,0,midwest,whitenh,0,0,education,construct,0,0,0,26.56999969482422
2007,3.1157033443450928,male,24,576,0,0,12,0,0,0,midwest,whitenh,0,0,durables,admin,0,0,0,23.430999755859375
2007,2.9313783645629883,male,4,16,4,16,18,0,1,1,northeast,whitenh,1,1,admin,socialworker,0,1,1,43.21099853515625
1990,2.2969284057617188,male,6,36,0,0,9,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,10.720999717712402
2011,2.8012566566467285,male,3,9,3,9,14,0,0,0,west,whitenh,0,0,miningconstruction,construct,0,0,0,18.55299949645996
2011,3.5349574089050293,male,23,529,0,0,16,1,0,0,midwest,whitenh,0,0,durables,managerial,1,0,0,28.60300064086914
2007,2.724012613296509,male,16.965314865112305,287.82190847240054,1.0346851348876953,1.0705733283575682,12,0,0,0,west,whitenh,0,0,miningconstruction,construct,0,0,0,17.584999084472656
2007,2.5673065185546875,male,30,900,0,0,13,0,0,0,northeast,whitenh,1,0,durables,production,0,0,0,25.937999725341797
