wave,lnwage,sex,expf,expfsq,expp,exppsq,edyrs,colldeg,advdeg,msa,region,racehisp,union,govt,ind,occ,mgrocc,profocc,maleprofaer,wght
2009,2.078650951385498,male,14,196,11,121,11,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,19.333999633789062
1990,3.253837823867798,male,15,225,0,0,12,0,0,0,south,whitenh,0,1,admin,managerial,1,0,0,4.824999809265137
2009,3.6629817485809326,male,5,25,2,4,12,0,0,1,south,whitenh,0,0,durables,managerial,1,0,0,10.48900032043457
2007,3.820505142211914,male,14,196,2,4,18,0,1,0,midwest,whitenh,0,0,admin,scientist,0,1,1,26.208999633789062
2007,2.85878586769104,male,5,25,4,16,17,0,0,1,midwest,blacknh,0,0,finance,admin,0,0,0,1.8309999704360962
2011,3.566864490509033,male,14,196,2,4,17,1,0,0,south,whitenh,0,0,medical,healthcare,0,1,0,9.621999740600586
1990,2.233327627182007,male,3,9,1,1,12,0,0,1,west,whitenh,0,0,hospitality,building,0,0,0,9.619999885559082
2007,2.6414144039154053,male,12,144,0,0,13,0,0,0,south,whitenh,0,0,miningconstruction,construct,0,0,0,5.747000217437744
2007,3.381640672683716,male,24,576,0,0,15,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,26.03499984741211
2007,3.2642970085144043,male,39,1521,0,0,14,0,0,1,west,whitenh,1,0,transport,transport,0,0,0,9.5600004196167
1990,3.4318132400512695,male,12,144,0,0,17,1,0,0,midwest,whitenh,0,0,durables,architect,0,1,1,17.819000244140625
2011,2.8332133293151855,male,10,100,5,25,16,1,0,0,west,whitenh,0,0,durables,admin,0,0,0,16.121999740600586
1999,2.220512866973877,male,6,36,4,16,16,0,0,1,midwest,whitenh,0,0,hospitality,managerial,1,0,0,26.1560001373291
2011,3.0116922855377197,male,2,4,5,25,16,1,0,1,west,whitenh,1,1,medical,socialworker,0,1,1,9.65999984741211
2011,3.0227608680725098,male,10,100,4,16,16,1,0,0,south,whitenh,0,1,education,tech,0,1,1,20.23200035095215
1999,3.6201581954956055,male,13,169,0,0,13,0,0,0,south,whitenh,0,0,durables,production,0,0,0,22.20800018310547
1981,2.4382550716400146,male,7,49,0,0,10,0,0,1,south,whitenh,0,0,enterntainment,construct,0,0,0,10
2007,4.000937461853027,male,13,169,8,64,16,1,0,0,south,whitenh,0,1,admin,admin,0,0,0,28.548999786376953
2007,2.6450841426849365,male,18,324,2,4,10,0,0,0,south,whitenh,0,0,retail,admin,0,0,0,20.98200035095215
2009,3.098849058151245,male,16,256,0,0,17,1,0,0,midwest,whitenh,1,NA,education,legaleduc,0,1,0,12.526000022888184
1999,2.841987133026123,male,11,121,3,9,12,0,0,0,midwest,whitenh,0,0,communications,construct,0,0,0,15.065999984741211
2007,3.5368492603302,male,28,784,2,4,18,0,1,0,northeast,whitenh,0,0,enterntainment,managerial,1,0,0,64.92500305175781
2007,2.927502155303955,male,5,25,2,4,12,0,0,1,midwest,blacknh,1,0,durables,transport,0,0,0,3.052999973297119
1999,2.8306407928466797,male,21,441,1,1,14,0,0,0,northeast,whitenh,0,0,wholesale,sales,0,0,0,28.327999114990234
2007,3.084235429763794,male,9,81,1,1,12,0,0,0,midwest,whitenh,1,0,miningconstruction,construct,0,0,0,12.579000473022461
2007,3.26127028465271,male,28,784,0,0,12,0,0,0,midwest,whitenh,1,0,durables,transport,0,0,0,24.97599983215332
1981,3.239593029022217,male,15,225,3,9,16,1,0,1,northeast,whitenh,0,0,durables,tech,0,1,1,20
2007,3.0670080184936523,male,21,441,3,9,18,0,1,0,south,whitenh,0,1,admin,socialworker,0,1,1,28.014999389648438
2007,3.621885299682617,male,20,400,1,1,14,0,0,1,west,othernh,1,0,communications,architect,0,1,1,21.500999450683594
1981,3.4971680641174316,male,16,256,1,1,12,0,0,1,midwest,whitenh,1,0,transport,building,0,0,0,18
1999,3.1324667930603027,male,42,1764,1,1,15,0,0,0,south,whitenh,1,0,miningconstruction,construct,0,0,0,45.07600021362305
2009,3.846900701522827,male,17,289,6,36,18,0,1,0,south,whitenh,0,0,communications,managerial,1,0,0,26.52199935913086
2007,2.8804097175598145,male,20,400,2,4,16,1,0,0,northeast,whitenh,0,0,miningconstruction,sales,0,0,0,31.325000762939453
1999,2.4150991439819336,male,21,441,0,0,12,0,0,0,west,whitenh,0,0,durables,production,0,0,0,0
2009,3.029263734817505,male,35,1225,0,0,16,1,0,0,northeast,blacknh,0,0,communications,artist,0,1,1,2.4760000705718994
2011,2.910574436187744,male,23,529,3,9,12,0,0,0,south,whitenh,0,0,education,building,0,0,0,26.45599937438965
1990,3.245532989501953,male,16,256,2,4,16,1,0,1,midwest,blacknh,0,0,durables,architect,0,1,1,0.546999990940094
2007,2.40080189704895,male,11,121,0,0,11,0,0,0,south,blacknh,0,0,wholesale,transport,0,0,0,2.1549999713897705
2007,2.9656577110290527,male,23,529,0,0,12,0,0,0,south,blacknh,0,1,retail,sales,0,0,0,4.035999774932861
2007,2.8721415996551514,male,29,841,5,25,18,0,1,0,south,whitenh,0,0,education,artist,0,1,1,20.95199966430664
1990,2.567464828491211,male,4,16,1,1,14,0,0,0,south,whitenh,0,0,miningconstruction,construct,0,0,0,13.50100040435791
2011,3.579261541366577,male,16,256,0,0,13,0,0,0,midwest,whitenh,1,0,communications,construct,0,0,0,20.56800079345703
1981,3.307302474975586,male,26,676,1,1,14,0,0,1,west,whitenh,0,0,utilities,production,0,0,0,32
2007,5.501874923706055,male,30,900,0,0,18,0,1,1,northeast,whitenh,0,0,professional,managerial,1,0,0,30.58799934387207
1981,3.448377847671509,male,12,144,0,0,10,0,0,1,northeast,whitenh,1,0,wholesale,transport,0,0,0,20
1990,3.4793057441711426,male,22,484,1,1,17,1,0,1,northeast,whitenh,0,0,durables,tech,0,1,1,19.67799949645996
2007,3.0833306312561035,male,6,36,5,25,17,1,0,1,northeast,whitenh,0,0,finance,financial,1,0,0,22.886999130249023
2007,2.993460178375244,male,11,121,4,16,14,0,0,1,west,blacknh,0,0,retail,sales,0,0,0,3.316999912261963
1999,2.7484025955200195,male,25,625,0,0,12,0,0,0,south,whitenh,0,1,admin,security,0,0,0,24.118000030517578
2007,2.774716854095459,male,19,361,0,0,15,0,0,0,south,whitenh,0,0,enterntainment,transport,0,0,0,16.389999389648438
1981,3.6700377464294434,male,9,81,2,4,18,0,1,1,midwest,whitenh,0,1,admin,lawyer,0,1,1,38
2009,2.85669207572937,male,30,900,5,25,18,0,1,0,south,whitenh,0,0,education,managerial,1,0,0,20.95199966430664
2009,3.3255832195281982,male,18,324,1,1,16,1,0,1,west,whitenh,1,0,transport,transport,0,0,0,23.37700080871582
2011,2.9574735164642334,male,4,16,2,4,12,0,0,0,south,whitenh,0,0,finance,admin,0,0,0,16.027999877929688
1999,2.7730226516723633,male,41,1681,0,0,9,0,0,0,south,whitenh,0,0,durables,production,0,0,0,40.35100173950195
1981,3.396676540374756,male,10,100,1,1,16,1,0,1,midwest,whitenh,0,0,professional,production,0,0,0,19
1999,3.4922893047332764,male,7,49,0,0,17,0,0,1,midwest,whitenh,0,0,professional,managerial,1,0,0,19.22599983215332
2007,3.3094937801361084,male,32,1024,2,4,16,1,0,0,south,whitenh,1,1,transport,admin,0,0,0,24.608999252319336
2009,2.677994966506958,male,19,361,2,4,15,0,0,0,south,blacknh,0,1,admin,construct,0,0,0,1.475000023841858
1999,2.8996336460113525,male,19,361,0,0,12,0,0,1,south,whitenh,1,0,wholesale,production,0,0,0,0
1999,3.299917459487915,male,12,144,6,36,17,1,0,1,south,whitenh,0,0,finance,admin,0,0,0,21.770000457763672
1990,2.4698691368103027,male,2,4,0,0,12,0,0,1,midwest,blacknh,0,0,miningconstruction,construct,0,0,0,5.235000133514404
1999,2.7661023139953613,male,17,289,1,1,12,0,0,1,northeast,whitenh,1,0,nondurables,production,0,0,0,27.525999069213867
2007,2.8194375038146973,male,31,961,0,0,15,0,0,0,south,whitenh,0,0,durables,production,0,0,0,23.68400001525879
2009,3.0235795974731445,male,20,400,0,0,15,0,0,1,south,blacknh,1,1,admin,security,0,0,0,0.6340000033378601
2007,3.8301198482513428,male,18,324,7,49,16,1,0,1,midwest,whitenh,0,0,professional,architect,0,1,1,30.583999633789062
2007,2.670576810836792,male,17,289,0,0,14,0,0,0,south,whitenh,0,1,admin,security,0,0,0,25.216999053955078
2007,3.370786666870117,male,8,64,0,0,18,0,1,0,northeast,whitenh,0,1,utilities,security,0,0,0,8.821000099182129
2007,3.355350971221924,male,5,25,3,9,16,1,0,0,south,whitenh,0,0,finance,admin,0,0,0,22.954999923706055
2007,3.902545690536499,male,0,0,4,16,18,0,1,0,south,whitenh,0,0,medical,lawyer,0,1,1,11.36299991607666
2007,2.3961398601531982,male,13,169,0,0,13,0,0,0,south,blacknh,0,0,communications,admin,0,0,0,3.0950000286102295
2009,4.103561878204346,male,37,1369,1,1,16,1,0,1,south,whitenh,0,0,utilities,tech,0,1,1,19.493000030517578
1999,4.244798183441162,male,28,784,4,16,16,1,0,1,west,whitenh,0,0,medical,managerial,1,0,0,27.242000579833984
1990,3.140989065170288,male,25,625,0,0,12,0,0,0,south,whitenh,0,0,enterntainment,construct,0,0,0,23.388999938964844
1981,3.457162857055664,male,18,324,1,1,16,0,0,1,west,hisp,1,0,durables,construct,0,0,0,3
1981,2.88053560256958,male,11,121,0,0,14,0,0,1,midwest,whitenh,0,0,medical,healthcare,0,1,1,31
1981,3.310392141342163,male,18,324,0,0,12,0,0,0,midwest,whitenh,0,0,nondurables,tech,0,1,1,21
2011,2.476938486099243,male,35,1225,1,1,12,0,0,0,northeast,whitenh,0,0,wholesale,admin,0,0,0,24.825000762939453
2011,3.961503028869629,male,16,256,1,1,14,0,0,0,northeast,whitenh,0,0,finance,managerial,1,0,0,33.505001068115234
1999,2.520219326019287,male,8,64,2,4,15,0,0,0,midwest,whitenh,0,0,education,tech,0,1,1,9.866000175476074
1990,2.937648057937622,male,33,1089,2,4,14,0,0,1,south,blacknh,0,0,hospitality,security,0,0,0,1.7059999704360962
2011,2.897968053817749,male,18.968027114868164,359.7860526303739,1.031972885131836,1.0649680356473255,12,0,0,0,west,whitenh,0,0,miningconstruction,construct,0,0,0,18.84600067138672
1981,2.9466640949249268,male,12,144,0,0,12,0,0,0,midwest,whitenh,1,0,miningconstruction,production,0,0,0,16
2007,3.4919652938842773,male,4,16,4,16,16,1,0,1,west,whitenh,0,0,retail,sales,0,0,0,17.40999984741211
1990,3.3676674365997314,male,32,1024,11,121,18,0,1,0,midwest,whitenh,0,1,education,postsecondaryeduc,0,1,1,36.97800064086914
2009,4.206112384796143,male,10,100,5,25,16,1,0,0,south,whitenh,0,0,communications,artist,0,1,1,36.880001068115234
2009,2.756614923477173,male,10,100,0,0,12,0,0,0,south,whitenh,0,0,miningconstruction,construct,0,0,0,35.61800003051758
2011,1.269005298614502,male,8,64,3,9,14,0,0,1,south,blacknh,0,0,wholesale,construct,0,0,0,6.110000133514404
1990,3.3553833961486816,male,14,196,0,0,12,0,0,0,west,whitenh,1,0,enterntainment,transport,0,0,0,19.30299949645996
1990,3.112001419067383,male,14,196,3,9,12,0,0,1,midwest,whitenh,1,0,durables,production,0,0,0,17.076000213623047
1990,2.2153306007385254,male,18,324,0,0,13,0,0,1,south,hisp,0,1,finance,managerial,1,0,0,17.40999984741211
2007,3.852876663208008,male,37,1369,0,0,18,0,1,0,midwest,whitenh,0,1,education,postsecondaryeduc,0,1,1,52.834999084472656
2011,3.2246618270874023,male,10,100,3,9,16,1,0,0,south,whitenh,0,1,admin,socialworker,0,1,1,32.9119987487793
1999,3.0129623413085938,male,10,100,5,25,16,1,0,0,midwest,whitenh,0,0,finance,sales,0,0,0,5.630000114440918
1999,3.1173572540283203,male,11,121,0,0,12,0,0,0,northeast,whitenh,0,0,wholesale,sales,0,0,0,70.02100372314453
1990,3.514613628387451,male,27,729,4,16,17,1,0,0,south,whitenh,0,1,medical,business,1,0,0,19.66900062561035
2011,4.154891014099121,male,12,144,4,16,17,1,0,0,midwest,whitenh,0,0,retail,tech,0,1,1,14.126999855041504
2007,3.358170509338379,male,29,841,5,25,16,1,0,0,midwest,whitenh,0,0,medical,scientist,0,1,1,24.6200008392334
1990,2.713456869125366,male,19,361,0,0,14,0,0,1,midwest,blacknh,0,1,medical,healthcare,0,1,1,2.8340001106262207
2007,3.2322826385498047,male,24,576,5,25,18,0,1,1,northeast,whitenh,0,0,medical,admin,0,0,0,60.00199890136719
2009,2.830355644226074,male,6,36,0,0,15,0,0,1,midwest,whitenh,1,0,enterntainment,building,0,0,0,14.904000282287598
1990,3.098599672317505,male,13,169,0,0,15,0,0,0,south,blacknh,0,0,transport,transport,0,0,0,0.46000000834465027
1990,2.889674663543701,male,13,169,0,0,14,0,0,1,south,blacknh,0,0,retail,sales,0,0,0,0.46000000834465027
2007,2.8149831295013428,male,14,196,0,0,9,0,0,0,south,whitenh,0,0,miningconstruction,construct,0,0,0,24.983999252319336
1999,1.8010213375091553,male,14,196,0,0,12,0,0,0,south,blacknh,0,0,miningconstruction,construct,0,0,0,4.234000205993652
1981,3.247875928878784,male,13,169,0,0,13,0,0,1,midwest,blacknh,1,1,transport,admin,0,0,0,2
2011,2.7221739292144775,male,6,36,0,0,12,0,0,1,northeast,blacknh,1,1,medical,building,0,0,0,9.878000259399414
2011,3.3823001384735107,male,14,196,0,0,14,0,0,0,south,whitenh,0,0,retail,security,0,0,0,28.886999130249023
1990,3.3072330951690674,male,27,729,0,0,14,0,0,1,northeast,whitenh,1,1,medical,healthsupport,0,0,0,42.23699951171875
1981,2.7332231998443604,male,21,441,0,0,11,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,9
2011,3.4339871406555176,male,20,400,0,0,14,0,0,0,midwest,whitenh,0,0,wholesale,sales,0,0,0,29.60099983215332
1999,3.01456356048584,male,3,9,6,36,17,1,0,0,south,blacknh,0,0,retail,financial,1,0,0,1.0570000410079956
2007,3.4970803260803223,male,36,1296,2,4,17,0,0,0,northeast,whitenh,1,1,miningconstruction,tech,0,1,1,48.91600036621094
1981,1.9138704538345337,male,15,225,22,484,6,0,0,1,south,blacknh,0,1,miningconstruction,transport,0,0,0,4
1990,2.0907340049743652,male,7,49,2,4,12,0,0,0,south,whitenh,0,0,enterntainment,construct,0,0,0,19.375
1990,3.2379813194274902,male,38,1444,2,4,12,0,0,1,south,whitenh,0,0,miningconstruction,construct,0,0,0,1.8630000352859497
2009,3.1546080112457275,male,20,400,0,0,14,0,0,1,west,blacknh,1,1,retail,sales,0,0,0,2.3320000171661377
2007,2.606344223022461,male,10,100,1,1,14,0,0,1,northeast,whitenh,0,1,hospitality,foodcare,0,0,0,12.185999870300293
1981,2.417743444442749,male,27,729,3,9,12,0,0,1,midwest,whitenh,1,0,medical,admin,0,0,0,32
2009,2.914985418319702,male,22,484,1,1,16,1,0,0,south,whitenh,0,0,wholesale,sales,0,0,0,24.47100067138672
2007,2.527891159057617,male,7,49,0,0,14,0,0,1,south,blacknh,0,0,retail,transport,0,0,0,2.9560000896453857
2009,3.861839771270752,male,23,529,3,9,14,0,0,1,west,whitenh,0,0,retail,sales,0,0,0,26.482999801635742
2009,3.4067025184631348,male,7,49,3,9,16,1,0,0,south,whitenh,0,0,nondurables,architect,0,1,1,13.609999656677246
1981,2.3492846488952637,male,17,289,0,0,12,0,0,1,northeast,blacknh,0,0,hospitality,managerial,1,0,0,54
2009,3.6857261657714844,male,22,484,2,4,15,0,0,1,south,blacknh,0,0,finance,tech,0,1,1,0.5490000247955322
2009,2.5823254585266113,male,7,49,0,0,9,0,0,1,midwest,whitenh,0,0,durables,production,0,0,0,19.014999389648438
2007,3.3046493530273438,male,8,64,0,0,18,0,1,1,northeast,whitenh,0,0,wholesale,architect,0,1,1,14.956000328063965
2011,2.6082048416137695,male,30,900,0,0,12,0,0,1,midwest,whitenh,0,0,transport,transport,0,0,0,56.78300094604492
1981,3.4682607650756836,male,35,1225,0,0,12,0,0,1,south,whitenh,0,0,transport,construct,0,0,0,34
2007,2.76137375831604,male,26,676,5,25,15,0,0,1,midwest,whitenh,0,0,transport,admin,0,0,0,26.06800079345703
2009,4.832465648651123,male,19,361,7,49,18,0,1,1,south,whitenh,0,0,communications,lawyer,0,1,1,25.29599952697754
2007,3.630523920059204,male,35,1225,0,0,18,0,1,1,west,whitenh,1,1,enterntainment,socialworker,0,1,1,45.41400146484375
2011,3.095050573348999,male,26,676,0,0,16,0,0,1,midwest,whitenh,0,0,retail,sales,0,0,0,27.72599983215332
2009,3.280338764190674,male,13,169,5,25,16,1,0,1,midwest,whitenh,1,1,admin,tech,0,1,1,41.49599838256836
2009,3.4015183448791504,male,17,289,6,36,17,0,0,0,west,hisp,1,1,education,legaleduc,0,1,0,30.006000518798828
2011,2.752786159515381,male,2,4,19,361,16,1,0,0,west,whitenh,0,1,admin,admin,0,0,0,14.272000312805176
2009,2.9004130363464355,male,20,400,2,4,12,0,0,0,south,whitenh,0,0,retail,sales,0,0,0,25.06599998474121
1990,3.7249369621276855,male,24,576,0,0,14,0,0,0,northeast,whitenh,0,0,miningconstruction,tech,0,1,1,20.989999771118164
1981,2.002660036087036,male,5,25,1,1,12,0,0,1,south,blacknh,0,0,professional,production,0,0,0,1
2009,3.829432964324951,male,12,144,0,0,18,0,1,0,midwest,whitenh,0,0,wholesale,sales,0,0,0,21.236000061035156
2007,2.8286712169647217,male,22,484,1,1,14,0,0,1,south,blacknh,1,1,admin,admin,0,0,0,1.468000054359436
1990,3.3351449966430664,male,18,324,0,0,12,0,0,1,west,hisp,1,0,durables,architect,0,1,1,17.933000564575195
2007,4.0247697830200195,male,28,784,4,16,18,0,1,1,west,whitenh,1,1,transport,managerial,1,0,0,24.256999969482422
1990,3.6509978771209717,male,7,49,10,100,18,0,1,1,northeast,whitenh,0,0,professional,financial,1,0,0,17.076000213623047
2007,3.774949073791504,male,16,256,5,25,12,0,0,0,south,whitenh,0,0,miningconstruction,production,0,0,0,11.437000274658203
2011,3.4011974334716797,male,29,841,1,1,15,0,0,1,west,whitenh,0,0,retail,sales,0,0,0,17.860000610351562
2007,3.0270769596099854,male,10,100,2,4,16,1,0,1,northeast,whitenh,1,0,transport,transport,0,0,0,20.256000518798828
1999,3.492330312728882,male,23,529,0,0,12,0,0,1,northeast,whitenh,0,0,nondurables,production,0,0,0,26.437000274658203
2011,3.179655075073242,male,7,49,0,0,12,0,0,0,south,whitenh,0,1,durables,managerial,1,0,0,17.547000885009766
1999,3.746931552886963,male,27,729,3,9,16,1,0,1,northeast,whitenh,1,0,durables,production,0,0,0,59.678001403808594
2007,2.077094316482544,male,12,144,0,0,12,0,0,1,south,blacknh,0,0,hospitality,managerial,1,0,0,0.7419999837875366
2011,3.7942399978637695,male,24,576,1,1,12,0,0,0,midwest,whitenh,0,0,transport,sales,0,0,0,31.195999145507812
1999,3.559494972229004,male,16,256,0,0,12,0,0,1,midwest,whitenh,0,0,nondurables,scientist,0,1,1,20.92300033569336
2009,3.266829490661621,male,13,169,0,0,15,0,0,1,midwest,whitenh,0,0,miningconstruction,construct,0,0,0,16.30299949645996
1981,2.873013734817505,male,20,400,5,25,15,0,0,1,midwest,blacknh,0,1,enterntainment,foodcare,0,0,0,2
2007,3.3939201831817627,male,19.914260864257812,396.5777857697103,1.0857391357421875,1.1788294708821923,12,0,0,1,south,blacknh,1,1,admin,construct,0,0,0,4.590000152587891
2011,3.6734437942504883,male,36,1296,0,0,14,0,0,0,midwest,whitenh,1,0,utilities,architect,0,1,1,25.73699951171875
2011,2.835883617401123,male,8,64,0,0,14,0,0,1,west,whitenh,0,1,miningconstruction,construct,0,0,0,17.996999740600586
2007,2.4292399883270264,male,13.931020736694336,194.0733387662076,0.06897926330566406,0.004758138766192133,14,0,0,1,midwest,blacknh,0,0,enterntainment,socialworker,0,1,1,3.7260000705718994
1990,2.8114161491394043,male,5,25,14,196,16,1,0,0,midwest,whitenh,0,0,hospitality,managerial,1,0,0,35.40399932861328
1990,2.7648959159851074,male,10,100,0,0,12,0,0,0,south,whitenh,1,0,professional,production,0,0,0,16.33300018310547
1999,2.3846139907836914,male,4,16,3,9,12,0,0,0,northeast,whitenh,0,0,durables,transport,0,0,0,25.579999923706055
1990,4.295771598815918,male,23,529,0,0,15,0,0,1,west,whitenh,0,0,professional,managerial,1,0,0,20.989999771118164
1999,2.7894997596740723,male,28,784,0,0,12,0,0,0,south,whitenh,0,1,admin,transport,0,0,0,9.545999526977539
1999,3.455350875854492,male,25,625,2,4,16,1,0,0,midwest,whitenh,0,0,durables,managerial,1,0,0,22.80299949645996
1999,2.9032113552093506,male,11,121,4,16,16,1,0,0,northeast,whitenh,1,1,admin,security,0,0,0,19.600000381469727
1999,3.6663928031921387,male,11,121,8,64,16,1,0,0,south,whitenh,0,0,communications,artist,0,1,1,27.250999450683594
2007,3.19575572013855,male,13,169,0,0,15,0,0,0,midwest,whitenh,0,1,durables,sales,0,0,0,12.079000473022461
1981,2.779479742050171,male,10,100,0,0,10,0,0,1,south,whitenh,0,1,admin,construct,0,0,0,3
2011,4.241721153259277,male,8,64,0,0,18,0,1,0,northeast,whitenh,0,0,admin,scientist,0,1,1,17.59600067138672
2011,1.702963948249817,male,9,81,1,1,12,0,0,0,midwest,whitenh,0,0,nondurables,production,0,0,0,12.857000350952148
2007,2.4292399883270264,male,21,441,2,4,12,0,0,0,midwest,whitenh,0,1,miningconstruction,construct,0,0,0,27.07699966430664
1990,3.0838305950164795,male,27,729,0,0,12,0,0,0,northeast,whitenh,0,0,durables,managerial,1,0,0,42.941001892089844
1981,2.905653476715088,male,9,81,0,0,12,0,0,1,northeast,whitenh,1,0,wholesale,transport,0,0,0,16
2009,2.857356309890747,male,29,841,6,36,16,1,0,0,south,blacknh,0,1,admin,security,0,0,0,1.5529999732971191
2009,2.9722864627838135,male,7,49,0,0,12,0,0,1,midwest,hisp,0,0,enterntainment,construct,0,0,0,13.289999961853027
2011,3.1135153770446777,male,13,169,1,1,12,0,0,1,south,blacknh,1,0,nondurables,production,0,0,0,17.95400047302246
2011,3.330101490020752,male,4,16,4,16,16,1,0,1,northeast,whitenh,0,0,miningconstruction,architect,0,1,1,17.701000213623047
2007,3.048279047012329,male,32,1024,0,0,12,0,0,0,west,whitenh,1,0,durables,production,0,0,0,8.868000030517578
2011,3.7779035568237305,male,17,289,2,4,16,1,0,0,south,whitenh,0,0,finance,financial,1,0,0,27.770999908447266
1999,2.626340389251709,male,7,49,2,4,14,0,0,0,midwest,whitenh,0,0,medical,healthcare,0,1,1,14.826000213623047
1990,2.907160997390747,male,11,121,0,0,14,0,0,0,midwest,whitenh,1,1,transport,construct,0,0,0,18.266000747680664
2007,2.502321720123291,male,20,400,0,0,16,1,0,0,northeast,whitenh,0,0,professional,financial,1,0,0,30.548999786376953
1999,4.535388946533203,male,15,225,7,49,18,0,1,0,midwest,whitenh,0,1,admin,lawyer,0,1,1,22.290000915527344
2007,2.5395987033843994,male,31,961,0,0,12,0,0,0,south,whitenh,0,0,durables,production,0,0,0,20.077999114990234
2011,3.407790422439575,male,12,144,1,1,14,0,0,0,northeast,whitenh,0,0,durables,production,0,0,0,41.790000915527344
1981,2.9173495769500732,male,3,9,5,25,18,0,1,1,northeast,whitenh,0,0,finance,sales,0,0,0,25
1990,3.4484736919403076,male,10,100,3,9,16,1,0,1,midwest,whitenh,0,1,finance,financial,1,0,0,14.47700023651123
2009,2.9500300884246826,male,7,49,5,25,15,0,0,1,south,blacknh,0,1,education,admin,0,0,0,4.821000099182129
2007,3.497317314147949,male,38,1444,1,1,12,0,0,0,south,whitenh,0,0,durables,construct,0,0,0,29.066999435424805
2007,4.185112476348877,male,32,1024,4,16,18,0,1,0,northeast,whitenh,0,0,finance,managerial,1,0,0,32.9109992980957
2009,4.047861099243164,male,18,324,0,0,8,0,0,0,northeast,whitenh,1,0,utilities,production,0,0,0,33.60300064086914
2009,5.578057765960693,male,18,324,3,9,18,0,1,1,south,whitenh,0,0,nondurables,managerial,1,0,0,33.74599838256836
2007,3.3737823963165283,male,8,64,3,9,16,1,0,0,west,whitenh,0,0,miningconstruction,business,1,0,0,28.52899932861328
2007,3.064760208129883,male,36,1296,0,0,18,0,1,1,south,whitenh,0,1,education,legaleduc,0,1,0,19.062000274658203
2009,2.625844717025757,male,24.795934677124023,614.8383765122016,2.2040653228759766,4.857903947504383,12,0,0,1,west,blacknh,0,0,wholesale,transport,0,0,0,7.914000034332275
2011,2.864668130874634,male,23,529,2,4,18,0,1,1,midwest,whitenh,0,1,medical,business,1,0,0,27.040000915527344
1981,3.309032440185547,male,12,144,2,4,14,0,0,0,midwest,whitenh,1,0,nondurables,transport,0,0,0,15
2009,3.1494927406311035,male,23,529,0,0,16,1,0,1,northeast,whitenh,0,0,retail,admin,0,0,0,12.673999786376953
2009,2.8863439559936523,male,6,36,1,1,12,0,0,0,south,whitenh,1,0,nondurables,production,0,0,0,6.298999786376953
1990,2.826817750930786,male,22,484,2,4,15,0,0,0,south,blacknh,0,0,medical,healthcare,0,1,1,2.9140000343322754
2009,2.6382672786712646,male,30,900,0,0,13,0,0,0,south,whitenh,0,0,enterntainment,construct,0,0,0,12.32699966430664
2011,4.014096736907959,male,22,484,0,0,13,0,0,0,south,whitenh,0,0,retail,sales,0,0,0,31.815000534057617
2007,3.8627872467041016,male,29,841,0,0,12,0,0,1,midwest,whitenh,1,0,durables,architect,0,1,1,30.97800064086914
2011,3.104438304901123,male,24,576,1,1,12,0,0,0,northeast,whitenh,0,0,durables,production,0,0,0,18.586999893188477
1981,2.582491636276245,male,24,576,0,0,12,0,0,0,west,whitenh,0,0,retail,managerial,1,0,0,3
1999,3.9886765480041504,male,16,256,3,9,18,0,1,1,midwest,whitenh,0,0,finance,tech,0,1,1,15.031999588012695
2007,3.7702558040618896,male,24,576,0,0,12,0,0,1,northeast,whitenh,1,0,utilities,construct,0,0,0,31.70800018310547
1990,2.625803232192993,male,20,400,3,9,16,1,0,0,midwest,whitenh,0,0,durables,architect,0,1,1,40.75199890136719
2009,3.359429121017456,male,26,676,3,9,12,0,0,1,south,blacknh,0,1,transport,transport,0,0,0,8.194000244140625
2007,2.807603120803833,male,19,361,0,0,14,0,0,1,south,blacknh,0,0,transport,transport,0,0,0,1.0759999752044678
2009,2.854853391647339,male,35,1225,0,0,12,0,0,0,south,blacknh,1,0,nondurables,production,0,0,0,4.322000026702881
2009,2.1945817470550537,male,19,361,4,16,12,0,0,1,west,blacknh,0,0,hospitality,foodcare,0,0,0,9.842000007629395
1990,2.8332598209381104,male,17,289,2,4,12,0,0,1,west,whitenh,0,0,durables,construct,0,0,0,20.989999771118164
2011,1.9906103610992432,male,13,169,0,0,12,0,0,0,midwest,whitenh,0,0,retail,construct,0,0,0,14.487000465393066
1990,2.928203821182251,male,12,144,0,0,12,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,34.152000427246094
2009,3.212583541870117,male,10,100,1,1,12,0,0,0,northeast,whitenh,0,0,professional,architect,0,1,1,15.527000427246094
2007,2.3651821613311768,male,18,324,1,1,12,0,0,0,south,blacknh,0,0,nondurables,production,0,0,0,10.352999687194824
1999,4.103606700897217,male,24,576,6,36,15,0,0,1,midwest,whitenh,0,0,finance,sales,0,0,0,29.53700065612793
2009,3.6642134189605713,male,18,324,6,36,18,0,1,0,midwest,whitenh,0,0,durables,architect,0,1,1,52.380001068115234
2009,2.525629997253418,male,18,324,0,0,12,0,0,1,midwest,whitenh,0,0,retail,admin,0,0,0,15.560999870300293
2009,2.918797731399536,male,17,289,3,9,14,0,0,0,midwest,whitenh,0,0,nondurables,admin,0,0,0,24.208999633789062
2011,3.0326857566833496,male,29,841,1,1,16,1,0,0,south,whitenh,1,0,miningconstruction,construct,0,0,0,27.944000244140625
